Restaurant,Food Category,Item_Name,Item Description 2015,Servings Per Item 2015,Serving Size 2015,Serving Size Unit 2015,Servings Size Text 2015,Calories,Fat,Carbohydrates,Sugar,Protein,Menu_Item_ID
"Panda Express",Entrees,"Kung Pao Chicken","Kung Pao Chicken w/ Crunchy Peanuts, Red Bell Peppers, Sliced Zucchini & Green Onions, Spicy, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,164,g*,,240,18,13,6,15,4492
"Panda Express",Entrees,"Kung Pao Chicken, Kids","Kung Pao Chicken, w/ Crunchy Peanuts, Red Bell Peppers, Sliced Zucchini & Green Onions, Spicy, Chicken, Kids",,125,g*,,190,14,10,4,11,62662
"Panda Express",Entrees,"Mixed Veggies, Entree","Mixed Veggies, Entree, Wok Smart Entrees are 250 Calories or Less per Single Serving, Veggie Entree",,122,g*,,35,0,8,3,2,4489
"Panda Express",Entrees,"Mushroom Chicken","Mushroom Chicken, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,167,g*,,180,15,10,5,13,4494
"Panda Express",Entrees,"Mushroom Chicken, Kids","Mushroom Chicken, Chicken, Kids",,125,g*,,130,11,8,4,10,62672
"Panda Express",Entrees,"Orange Chicken","Orange Chicken, Spicy, Chicken Entree",,162,g*,,420,18,45,19,14,4495
"Panda Express",Entrees,"Orange Chicken w/ Bacon","Orange Chicken w/ Bacon, Spicy, Chicken Entree",,147,g*,,510,27,46,19,21,99069
"Panda Express",Entrees,"Orange Chicken w/ Bacon, Kids","Orange Chicken w/ Bacon, Spicy, Chicken, Kids",,111,g*,,390,20,34,14,16,99072
"Panda Express",Entrees,"Orange Chicken, Kids","Orange Chicken, Spicy, Chicken, Kids",,116,g*,,290,13,32,14,10,62674
"Panda Express",Entrees,"Potato Chicken","Potato Chicken, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,147,g*,,190,15,20,5,9,4497
"Panda Express",Entrees,"Potato Chicken, Kids","Potato Chicken, Chicken, Kids",,111,g*,,150,11,15,3,6,62675
"Panda Express",Entrees,"Shanghai Angus Steak","Shanghai Angus Steak w/ Asparagus, Mushrooms & Asian Steak Sauce, Wok Smart Entrees are 250 Calories or Less per Single Serving, Beef Entree",,153,g*,,220,19,16,11,22,32108
"Panda Express",Entrees,"Shanghai Angus Steak, Kids","Shanghai Angus Steak w/ Asparagus, Mushrooms & Asian Steak Sauce, Beef, Kids",,116,g*,,170,14,12,8,17,62667
"Panda Express",Entrees,"Shiitake Kale Chicken Breast","Shiitake Kale Chicken Breast, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,156,g*,,170,8,11,3,14,99071
"Panda Express",Entrees,"Shiitake Kale Chicken Breast, Kids","Shiitake Kale Chicken Breast, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Breast, Kids",,116,g*,,120,6,8,2,10,99074
"Panda Express",Entrees,"String Bean Chicken Breast","String Bean Chicken Breast, Wok Smart Entrees are 250 Calories or Less per Single Serving, Chicken Entree",,159,g*,,160,13,13,6,15,4501
"Panda Express",Entrees,"String Bean Chicken Breast, Kids","String Bean Chicken Breast, Chicken Breast, Kids",,119,g*,,120,10,9,5,11,62660
"Panda Express",Entrees,"Sweet & Sour Chicken Breast","Sweet & Sour Chicken Breast, Chicken Entree",,156,g*,,380,14,46,28,12,4499
"Panda Express",Entrees,"Sweet & Sour Chicken Breast, Kids","Sweet & Sour Chicken Breast, Kids",,116,g*,,290,10,35,21,9,62659
"Panda Express",Entrees,"Sweetfire Chicken Breast","Sweetfire Chicken Breast, Spicy, Chicken Entree",,164,g*,,440,15,47,27,13,20547
"Panda Express",Entrees,"SweetFire Chicken Breast, Kids","SweetFire Chicken Breast, Spicy, Chicken Breast, Kids",,125,g*,,330,12,35,20,10,62657
"Panda Express",Entrees,"Teriyaki Chicken","Teriyaki Chicken, Chicken Entree",,170,g*,,340,13,14,10,41,62678
"Panda Express",Entrees,"Teriyaki Chicken, Kids","Teriyaki Chicken, Chicken, Kids",,102,g*,,200,8,8,6,25,62670
