Restaurant,Food Category,Item_Name,Item Description 2015,Servings Per Item 2015,Serving Size 2015,Serving Size Unit 2015,Servings Size Text 2015,Calories,Fat,Carbohydrates,Sugar,Protein,Menu_Item_ID
"Taco Bell",Sandwiches,"Burrito Supreme w/ Beef","Burrito Supreme w/ Seasoned Beef, Warm Soft Flour Tortilla, Hearty Beans, Tangy Red Sauce, Crisp Shredded Lettuce, Real Cheddar Cheese, Diced Onions, Diced Ripe Tomatoes & Reduced Fat Sour Cream, Burritos, Fresco Option for a 25% Reduction in Fat",,240,g,"1 Burrito",410,16,51,4,17,2713
"Taco Bell",Sandwiches,"Burrito Supreme w/ Chicken","Burrito Supreme w/ Marinated All White Meat Chicken, Warm Soft Flour Tortilla, Hearty Beans, Tangy Red Sauce, Crisp Shredded Lettuce, Real Cheddar Cheese, Diced Onions, Diced Ripe Tomatoes & Reduced Fat Sour Cream, Burritos, Fresco Option for a 25% Reduction in Fat",,240,g,,390,12,50,4,21,2714
"Taco Bell",Sandwiches,"Burrito Supreme w/ Steak","Burrito Supreme w/ Marinated Premium Thick Cut Steak, Warm Soft Flour Tortilla, Hearty Beans, Tangy Red Sauce, Crisp Shredded Lettuce, Real Cheddar Cheese, Diced Onions, Diced Ripe Tomatoes & Reduced Fat Sour Cream, Burritos, Fresco Option For a 25% Reduction in Fat",,240,g,"1 Burrito",400,13,49,4,20,2715
"Taco Bell",Sandwiches,"	California A.M. Crunchwrap","	California A.M. Crunchwrap w/ Warm Flour Tortilla, Golden Crispy Hashbrown, Fluffy Scrambled Eggs, Flavorful Bacon, Chunky Guacamole, Real Cheddar Cheese & Freshly Prepared Pico De Gallo, Breakfast, Fresco Option For a 25% Reduction In Fat",,235,g,"1 Crunchwrap",630,37,52,3,22,102417
"Taco Bell",Sandwiches,"Cantina Power Burrito w/ Chicken","Cantina Power Burrito w/ Chicken, Warm Flour Tortilla, Romaine Lettuce, Guacamole, Pico De Gallo, Avocado Ranch Dressing, Real Cheddar Cheese & Reduced Fat Sour Cream, Burritos, Fresco Option For a 25% Reduction In Fat",,265,g,,460,20,43,4,28,102438
"Taco Bell",Sandwiches,"Cantina Power Burrito w/ Steak","Cantina Power Burrito w/ Marinated & Grilled Thick Cut Steak, Warm Flour Tortilla, Romaine Lettuce, Guacamole, Pico De Gallo, Avocado Ranch Dressing, Real Cheddar Cheese & Reduced Fat Sour Cream, Burritos, Fresco Option For a 25% Reduction In Fat",,265,g,"1 Burrito",470,22,41,4,28,102411
"Taco Bell",Sandwiches,"Cantina Power Burrito w/ Veggie","Cantina Power Burrito w/ Veggie, Warm Flour Tortilla, Romaine Lettuce, Guacamole, Pico De Gallo, Avocado Ranch Dressing, Real Cheddar Cheese & Reduced Fat Sour Cream, Burritos, Fresco Option For a 25% Reduction In Fat",,242,g,"1 Burrito",430,19,52,5,15,102439
"Taco Bell",Sandwiches,"Chalupa Supreme w/ Beef","Chalupa Supreme w/ Beef, Chalupa Shell, Reduced Fat Sour Cream, Crisp Shredded Lettuce, 3 Cheese Blend & Diced Ripe Tomatoes, Sandwiches",,153,g,"1 Chalupa",370,21,31,4,13,2754
"Taco Bell",Sandwiches,"Chalupa Supreme w/ Chicken","Chalupa Supreme w/ Marinated & Grilled All White Meat Chicken, Chalupa Shell, Reduced Fat Sour Cream, Crisp Shredded Lettuce, 3 Cheese Blend & Diced Ripe Tomatoes, Sandwiches, Fresco Option For a 25% Reduction In Fat",,153,g,"1 Chalupa",350,18,31,4,17,2755
"Taco Bell",Sandwiches,"Chalupa Supreme w/ Steak","Chalupa Supreme w/ Marinated Premium Thick Cut Steak, Chalupa Shell, Reduced Fat Sour Cream, Crisp Shredded Lettuce, 3 Cheese Blend & Diced Ripe Tomatoes, Sandwiches, Fresco Option For a 25% Reduction In Fat",,153,g,"1 Chalupa",350,19,30,4,17,2756
"Taco Bell",Sandwiches,"Cheese Rollup","Cheese Rollup w/ 3 Cheese Blend, Specialties, Cravings",,57,g,"1 Item",180,9,15,1,9,4447
"Taco Bell",Sandwiches,"Cheesy Bean & Rice Burrito","Cheesy Bean & Rice Burrito, w/ Flour Tortilla, Hearty Beans, Premium Latin Rice, Nacho Sauce & Creamy Jalapeno Sauce, Cravings, Burritos, Fresco Option For a 25% Reduction In Fat",,181,g,"1 Burrito",420,17,55,4,11,24345
"Taco Bell",Sandwiches,"Cheesy Burrito w/ Bacon","Cheesy Burrito w/ Bacon, Warm Flour Tortilla, Double Portion of Fluffy Scrambled Eggs & Lots of Warm Melted Cheese, Breakfast",,167,g,"1 Burrito",490,28,36,3,23,102425
"Taco Bell",Sandwiches,"Cheesy Burrito w/ Bacon, Fresco Style","Cheesy Burrito w/ Bacon, Warm Flour Tortilla, Double Portion of Fluffy Scrambled Eggs & Lots of Warm Melted Cheese, Breakfast, Fresco Style",,160,g,"1 Burrito",380,19,36,3,16,102426
"Taco Bell",Sandwiches,"Cheesy Burrito w/ Fiesta Potato","Cheesy Burrito w/ Fiesta Potato, Breakfast",,217,g,"1 Burrito",530,28,50,3,20,102435
"Taco Bell",Sandwiches,"Cheesy Burrito w/ Fiesta Potato, Fresco Style","Cheesy Burrito w/ Fiesta Potato, Fresco Style, Breakfast",,210,g,"1 Burrito",430,19,50,3,14,102436
"Taco Bell",Sandwiches,"Cheesy Burrito w/ Sausage","Cheesy Burrito w/ Sausage, Warm Flour Tortilla, Double Portion of Fluffy Scrambled Eggs & Lots of Warm Melted Cheese, Breakfast",,167,g,"1 Burrito",470,28,36,2,20,102428
"Taco Bell",Sandwiches,"Cheesy Burrito w/ Sausage, Fresco Style","Cheesy Burrito w/ Sausage, Warm Flour Tortilla, Double Portion of Fluffy Scrambled Eggs & Lots of Warm Melted Cheese, Breakfast, Fresco Style",,160,g,"1 Burrito",370,19,36,3,14,102429
"Taco Bell",Sandwiches,"Cheesy Burrito w/ Steak & Egg","Cheesy Burrito w/ Marinated Premium Thick Cut Steak, Fluffy Scrambled Egg, Warm Flour Tortilla, Warm Melted Cheddar Cheese & Creamy Jalapeno Sauce, Breakfast, Burritos",,173,g,"1 Burrito",450,23,37,2,24,34602
"Taco Bell",Sandwiches,"Cheesy Burrito w/ Steak & Egg, Fresco Style","Cheesy Burrito w/ Marinated Premium Thick Cut Steak, Fluffy Scrambled Egg, Warm Flour Tortilla, Warm Melted Cheddar Cheese & Creamy Jalapeno Sauce, Breakfast, Fresco Style",,160,g,"1 Burrito",320,12,36,3,18,102427
"Taco Bell",Sandwiches,"Cheesy Gordita Crunch","Cheesy Gordita Crunch w/ Flatbread, Melted 3 Cheese Blend, Wrapped Around a Crunchy Taco & Zesty Pepper Jack Sauce, Gorditas",,174,g,"1 Gordita",490,28,40,4,20,24346
"Taco Bell",Sandwiches,"Cheesy Potato Burrito","Cheesy Potato Burrito w/ Warm Soft Flour Tortilla, Double Portion of Seasoned Beef, Potato Bites, Nacho Cheese Sauce & Reduced Fat Sour Cream, Burritos",,237,g,"1 Burrito",510,24,56,4,18,24325
"Taco Bell",Sandwiches,"Chicken Burrito","Chicken Burrito w/ Warm Soft Flour Tortilla, Shredded Chicken, Latin Rice, Creamy Avocado Ranch Sauce & Real Cheddar Cheese, Burritos, Fresco Option for a 25% Reduction in Fat",,169,g,"1 Burrito",400,18,45,3,16,24379
"Taco Bell",Sandwiches,"Chicken Soft Taco","Chicken Soft Taco w/ Shredded Chicken, Crisp Lettuce, Real Cheddar Cheese & Flour Tortilla, Tacos, Fresco Option For a 25% Reduction In Fat",,92,g,"1 Taco",160,5,16,1,12,24350
"Taco Bell",Sandwiches,"Chili Cheese Burrito","Chili Cheese Burrito, Burritos, Specialties, Fresco Option For a 25% Reduction in Fat",,153,g,,370,16,39,2,16,24351
"Taco Bell",Sandwiches,"Chili Cheese Fries Loaded Griller","Chili Cheese Fries Loaded Griller, Specialties",,159,g,,370,14,51,3,9,102441
"Taco Bell",Sandwiches,"Chipotle Ranch Chicken Loaded Griller","Chipotle Ranch Chicken Loaded Griller, Chicken w/ Warm Flour Tortilla, Chipotle Ranch Sauce & Reduced Fat Sour Cream, Specialties",,132,g,"1 Griller",280,8,37,3,15,102414
"Taco Bell",Sandwiches,"Combo Burrito","Combo Burrito w/ Warm Soft Flour Tortilla, Double Portion of Seasoned Beef, Hearty Beans, Onions, Real Cheddar Cheese & Tangy Red Sauce, Burritos, Fresco Option For a 25% Reduction In Fat",,232,g,"1 Burrito",450,18,51,3,21,24326
"Taco Bell",Sandwiches,"Cool Ranch Doritos Locos Taco Supreme, Beef","Cool Ranch Doritos Locos Taco Supreme, Beef w/ Crisp Lettuce, Diced Juicy Red Ripe Tomatoes, Real Cheddar Cheese, Reduced Fat Sour Cream & Shell Made From Cool Ranch Doritos Chips, Tacos, Fresco Option For a 25% Reduction In Fat",,113,g,"1 Taco",200,12,15,3,8,64350
"Taco Bell",Sandwiches,"Cool Ranch Doritos Locos Taco, Beef","Cool Ranch Doritos Locos Taco, Beef w/ Crisp Lettuce, Diced Juicy Red Ripe Tomatoes, Real Cheddar Cheese & Shell Made From Cool Ranch Doritos Chips, Tacos, Fresco Option For a 25% Reduction In Fat",,78,g,"1 Taco",160,10,13,1,8,64360
"Taco Bell",Sandwiches,"Country AM Crunchwrap w/ Sausage","Country AM Crunchwrap w/ Sausage, Warm Flour Tortilla, Golden Crisp Potato Hashbrown, Fluffy Scrambled Eggs, Real Cheddar Cheese & Warm Country Gravy, Breakfast, Fresco Option For a 25% Reduction In Fat",,235,g,"1 Crunchwrap",660,40,54,5,21,102423
"Taco Bell",Sandwiches,"Country Grilled Breakfast Burrito w/ Sausage","Country Grilled Breakfast Burrito w/ Sausage, Warm Flour Tortilla, Fluffy Scrambled Eggs, Seasoned Breakfast Potatoes & Warm Country Gravy, Breakfast",,160,g,"1 Burrito",390,18,45,5,12,102416
"Taco Bell",Sandwiches,"Crunchwrap Supreme","Crunchwrap Supreme w/ Seasoned Beef, Crunchy Tostada Shell, Nacho Cheese Sauce, Reduced Fat Sour Cream, Lettuce & Tomatoes, Specialties, Fresco Option For a 25% Reduction In Fat",,265,g,"1 Item",540,20,71,6,16,2781
"Taco Bell",Sandwiches,"Crunchy Taco Supreme, Beef","Crunchy Taco Supreme, Beef w/ Corn Taco Shell, Reduced Fat Sour Cream, Crisp Shredded Lettuce, Real Cheddar Cheese & Diced Ripe Tomatoes, Tacos, Option of Fresco Style for a 25% Reduction in Fat",,113,g,"1 Taco",200,12,15,2,8,2730
"Taco Bell",Sandwiches,"Crunchy Taco, Beef","Crunchy Taco, Beef w/ Corn Taco Shell, Crisp Shredded Lettuce & Real Cheddar Cheese, Tacos",,78,g,"1 Taco",170,10,12,1,8,2728
"Taco Bell",Sandwiches,"Doritos Cheesy Gordita Crunch, Cool Ranch","Doritos Cheesy Gordita Crunch, Cool Ranch w/ Flatbread, Melted 3 Cheese Blend, Wrapped Around a Doritos Fiery Taco & Zesty Pepper Jack Sauce, Gorditas, Specialties",,174,g,,490,28,40,5,20,102440
"Taco Bell",Sandwiches,"Doritos Cheesy Gordita Crunch, Fiery","Doritos Cheesy Gordita Crunch, Fiery w/ Flatbread, Melted 3 Cheese Blend, Wrapped Around a Doritos Fiery Taco & Zesty Pepper Jack Sauce, Gorditas, Specialties",,174,g,"1 Gordita",490,28,40,4,20,102413
"Taco Bell",Sandwiches,"Doritos Cheesy Gordita Crunch, Nacho Cheese","Doritos Cheesy Gordita Crunch, Nacho Cheese w/ Flatbread, Melted 3 Cheese Blend, Wrapped Around a Doritos Taco & Zesty Pepper Jack Sauce, Gorditas, Specialties",,174,g,"1 Gordita",490,28,40,5,20,102412
"Taco Bell",Sandwiches,"Double Decker Taco Supreme, Beef","Double Decker Taco Supreme, Beef w/ Crunchy Corn Taco Shell, Cheddar Cheese, Crisp Lettuce, Diced Ripe Tomatoes & Reduced Fat Sour Cream, Tacos, Fresco Option For a 25% Reduction In Fat",,184,g,"1 Taco",350,16,38,3,14,4449
"Taco Bell",Sandwiches,"Double Decker Taco, Beef","Double Decker Taco, Beef w/ Hearty Beans, Crunchy Corn Taco Shell, Crisp Shredded Lettuce & Real Cheddar Cheese, Tacos, Fresco Option For a 25% Reduction In Fat; Choice of: All White Meat Chicken or Marinated Premium Thick Cut Steak Instead of Seasoned Beef",,149,g,"1 Taco",320,14,36,2,14,4448
"Taco Bell",Sandwiches,"Fiery Doritos Locos Taco Supreme, Beef","Fiery Doritos Locos Taco Supreme, Beef w/ Crisp Lettuce, Diced Juicy Red Ripe Tomatoes, Real Cheddar Cheese, Reduced Fat Sour Cream, Shell Inspired From Regional Spicy Doritos Chip, Spices & Lime, Tacos, Fresco Option For a 25% Reduction In Fat",,113,g,"1 Taco",200,12,15,2,9,64351
"Taco Bell",Sandwiches,"Fiery Doritos Locos Taco, Beef","Fiery Doritos Locos Taco, Beef w/ Crisp Lettuce, Real Cheddar Cheese, Shell Inspired From Regional Spicy Doritos Chip, Seasoned Spices & Lime, Tacos, Fresco Option For a 25% Reduction In Fat",,78,g,"1 Taco",170,10,12,1,8,64357
"Taco Bell",Sandwiches,"Fresco Burrito Supreme w/ Chicken","Fresco Burrito Supreme w/ Chicken, Warm Soft Flour Tortilla, Hearty Beans, Tangy Red Sauce, Crisp Shredded Lettuce, Diced Ripe Tomatoes, Diced Onions & Pico De Gallo, Burritos",,232,g,"1 Burrito",340,8,49,4,19,2710
"Taco Bell",Sandwiches,"Fresco Burrito Supreme w/ Steak","Fresco Burrito Supreme w/ Steak, Warm Soft Flour Tortilla, Hearty Beans, Tangy Red Sauce, Crisp Shredded Lettuce, Diced Onions, Diced Ripe Tomatoes & Pico De Gallo, Burritos",,232,g,"1 Burrito",350,9,48,4,19,2711
"Taco Bell",Sandwiches,"Fresco Chicken Soft Taco","Fresco Chicken Soft Taco w/ Shredded Chicken, Warm Soft Flour Tortilla, Crisp Shredded Lettuce & Pico De Gallo, Tacos",,106,g,"1 Taco",140,"	3.5",16,2,10,24365
"Taco Bell",Sandwiches,"Fresco Crunchy Taco w/ Beef","Fresco Crunchy Taco w/ Beef, Corn Taco Shell, Crisp Shredded Lettuce & Pico De Gallo, Tacos",,92,g,"1 Taco",150,8,13,1,6,2729
"Taco Bell",Sandwiches,"Fresco Grilled Steak Soft Taco","Fresco Grilled Soft Taco w/ Warm Soft Flour Tortilla, Marinated Premium Thick Cut Steak, Crisp Shredded Lettuce, Diced Ripe Tomatoes & Pico De Gallo, Tacos",,120,g,"1 Taco",150,"	4.5",16,2,12,2745
"Taco Bell",Sandwiches,"Fresco Soft Taco w/ Beef","Fresco Soft Taco w/ Beef, Warm Soft Flour Tortilla, Crisp Shredded Lettuce & Pico De Gallo, Tacos",,106,g,"1 Taco",160,7,17,2,8,2743
"Taco Bell",Sandwiches,"Gordita Supreme w/ Beef","Gordita Supreme w/ Beef, Flatbread, Reduced Fat Sour Cream, Crisp Shredded Lettuce, 3 Cheese Blend & Diced Ripe Tomatoes, Gorditas, Fresco Option For a 25% Reduction In Fat",,153,g,"1 Gordita",290,13,31,5,13,2749
"Taco Bell",Sandwiches,"Gordita Supreme w/ Chicken","Gordita Supreme w/ Chicken, Flatbread, Reduced Fat Sour Cream, Crisp Shredded Lettuce, 3 Cheese Blend & Diced Ripe Tomatoes, Gorditas, Fresco Option For a 25% Reduction In Fat",,153,g,"1 Gordita",270,9,31,5,17,2750
"Taco Bell",Sandwiches,"Gordita Supreme w/ Steak","Gordita Supreme w/ Marinated Premium Thick Cut Steak, Flatbread, Reduced Fat Sour Cream, Crisp Shredded Lettuce, 3 Cheese Blend & Diced Ripe Tomatoes, Gorditas, Fresco Option For a 25% Reduction In Fat",,153,g,"1 Gordita",280,10,30,5,17,2751
"Taco Bell",Sandwiches,"Grande Scrambler Burrito w/ Bacon","Grande Scrambler Burrito w/ Bacon, Warm Flour Tortilla, Fluffy Scrambled Eggs, Seasoned Breakfast Potatoes, Warm Nacho Cheese Sauce, Freshly Prepared Pico De Gallo, Reduced Fat Sour Cream & Real Cheddar Cheese, Breakfast, Fresco Option Available For a 25% Reduction In Fat",,293,g,"1 Burrito",680,36,68,5,22,102430
"Taco Bell",Sandwiches,"Grande Scrambler Burrito w/ Sausage","Grande Scrambler Burrito w/ Sausage, Warm Flour Tortilla, Fluffy Scrambled Eggs, Seasoned Breakfast Potatoes, Warm Nacho Cheese Sauce, Freshly Prepared Pico De Gallo, Reduced Fat Sour Cream & Real Cheddar Cheese, Breakfast, Fresco Option Available For a 25% Reduction In Fat",,292,g,"1 Burrito",670,36,67,5,19,102431
"Taco Bell",Sandwiches,"Grande Scrambler Burrito w/ Steak","Grande Scrambler Burrito w/ Tender Grilled Marinated Steak, Warm Flour Tortilla, Fluffy Scrambled Eggs, Seasoned Breakfast Potatoes, Warm Nacho Cheese Sauce, Freshly Prepared Pico De Gallo, Reduced Fat Sour Cream & Real Cheddar Cheese, Breakfast, Fresco Option Available For a 25% Reduction In Fat",,320,g,"1 Burrito",670,33,68,4,26,102418
"Taco Bell",Sandwiches,"Grilled Breakfast Burrito w/ Bacon","Grilled Breakfast Burrito w/ Bacon, Fluffy Scrambled Eggs, Freshly Prepared Pico De Gallo & Warm Nacho Cheese Sauce Wrapped In a Tortilla, Breakfast",,129,g,"1 Burrito",350,17,36,3,13,102433
"Taco Bell",Sandwiches,"Grilled Breakfast Burrito w/ Fiesta Potato","Grilled Breakfast Burrito w/ Seasoned Fiesta Potatoes, Fluffy Scrambled Eggs, Freshly Prepared Pico De Gallo & Warm Nacho Cheese Sauce Wrapped In a Tortilla, Breakfast",,157,g,"1 Burrito",340,15,43,3,10,102419
"Taco Bell",Sandwiches,"Grilled Breakfast Burrito w/ Sausage","Grilled Breakfast Burrito w/ Sausage, Fluffy Scrambled Eggs, Freshly Prepared Pico De Gallo & Warm Nacho Cheese Sauce Wrapped In a Tortilla, Breakfast",,129,g,"1 Burrito",340,17,36,3,13,102434
"Taco Bell",Sandwiches,"Grilled Steak Soft Taco","Grilled Steak Soft Taco w/ Warm Soft Flour Tortilla, Real Cheddar Cheese, Crisp Shredded Lettuce, Diced Ripe Tomatoes & Avocado Ranch Sauce, Tacos, Fresco Option For a 25% Reduction In Fat",,112,g,"1 Taco",200,10,16,2,13,2744
"Taco Bell",Sandwiches,"Loaded Potato Griller","Loaded Potato Griller w/ Crispy Potato Bites, Warm Nacho Cheese Sauce, Flavorful Bacon, Reduced Fat Sour Cream & Warm Flour Tortilla, Specialties",,177,g,"1 Griller",450,21,54,4,13,34585
