Restaurant,Food Category,Item_Name,Item Description 2015,Servings Per Item 2015,Serving Size 2015,Serving Size Unit 2015,Servings Size Text 2015,Calories,Fat,Carbohydrates,Sugar,Protein,Menu_Item_ID
"	Chick-Fil-A",Sandwiches,"Grilled Chicken Club Sandwich","Grilled Chicken Club Sandwich w/ a Boneless Breast Seasoned & Grilled, Smoked Applewood Bacon, Colby Jack Cheese, Green Leaf Lettuce, Tomato & Honey Roasted BBQ Sauce on a Toasted Multigrain Bun, Classics",,"	-"," ",,440,14,41,8,38,303
"	Chick-Fil-A",Sandwiches,"Grilled Chicken Cool Wrap","Grilled Chicken Cool Wrap w/ Sliced Grilled Chicken Breast, Green Leaf Lettuce, Shredded Red Cabbage, Carrots, Shredded Monterey Jack Cheese, Cheddar Cheese & Avocado Lime Ranch Dressing on a Flaxseed Flour Flat Bread, Wraps & Salads, Low Calorie Lunch & Dinner, Low Fat Lunch & Dinner, Healthy Menu; Choice of Adding: Dressings",,"	-"," ",,340,13,30,3,36,60563
"	Chick-Fil-A",Sandwiches,"Grilled Chicken Sandwich","Grilled Chicken Sandwich w/ Boneless Breast Seasoned & Hand Breaded Chicken, Green Leaf Lettuce, Tomato & Honey Roasted BBQ Sauce on a Toasted Multigrain Bun, Classics, Low Calorie Lunch & Dinner, Low Fat Lunch & Dinner, Healthy Menu",,"	-"," ",,320,5,40,7,30,301
"	Chick-Fil-A",Sandwiches,"Sausage Breakfast Burrito","Sausage Breakfast Burrito w/ Chunks of Pork Sausage, Scrambled Eggs, Fire Roasted Onions, Peppers, Monterey Jack Cheese, Cheddar Cheese & Spicy Salsa on a Soft Flour Tortilla, Breakfast",,"	-"," ",,500,28,40,3,22,1056
"	Chick-Fil-A",Sandwiches,"Sausage, Egg & Cheese Biscuit","Sausage, Egg & Cheese Biscuit w/ Pork Sausage, Folded Egg & Cheese on a Buttermilk Biscuit, Breakfast",,"	-"," ",,670,44,44,5,23,12673
"	Chick-Fil-A",Sandwiches,"Spicy Chicken Biscuit","Spicy Chicken Biscuit w/ Boneless Hand Breaded Chicken Breast, Peppers, Peanut Oil on a Buttermilk Biscuit, Breakfast",,"	-"," ",,450,21,50,6,16,12674
"	Chick-Fil-A",Sandwiches,"Spicy Chicken Deluxe Sandwich","Spicy Chicken Deluxe Sandwich w/ a Boneless Breast Seasoned & Hand Breaded Chicken, Peanut Oil, Dill Pickle Chip, Green Leaf Lettuce, Tomato & Pepper Jack Cheese on a Toasted & Buttered Bun, Classics; Choice of Substitute: Multigrain Bun",,"	-"," ",,570,27,47,7,35,12677
"	Chick-Fil-A",Sandwiches,"Spicy Chicken Sandwich","Spicy Chicken Sandwich w/ a Boneless Breast Hand Breaded Seasoned Chicken, Peanut Oil & Dill Pickle Chip on a Toasted & Buttered Bun, Classics; Choice of: Multigrain Bun",,"	-"," ",,490,21,45,5,30,12676
"	Chick-Fil-A",Soup,"Chicken Tortilla Soup, Large","Chicken Tortilla Soup w/ Boneless Chicken Breast, Navy, Northern & Black Beans, Creamy Base, Vegetables, Spices & Seasoned Corned Tortilla Stripes, Large, Sides",,"	-"," ",,550,13,62,7,47,12648
"	Chick-Fil-A",Soup,"Chicken Tortilla Soup, Medium","Chicken Tortilla Soup w/ Boneless Chicken Breast, Navy, Northern & Black Beans, Creamy Base, Vegetables, Spices & Seasoned Corned Tortilla Stripes, Medium, Side",,"	-"," ",,260,6,29,3,22,12649
"	Chick-Fil-A",Soup,"Hearty Breast of Chicken Soup, Large","Hearty Breast of Chicken Soup w/ Shredded Chick Fil a Chicken Breast, Chopped Carrots, Celery, Egg Noodles & Saltine Crackers, Large, Sides",,"	-"," ",,270,"	4.5",35,5,22,1384
"	Chick-Fil-A",Soup,"Hearty Breast of Chicken Soup, Medium","Hearty Breast of Chicken Soup w/ Shredded Chick Fil a Chicken Breast, Chopped Carrots, Celery, Egg Noodles & Saltine Crackers, Medium, Sides",,"	-"," ",,140,"	2.5",18,2,12,12650
